Accession ID,HA Segment ID,Virus name,Collection date,Location,Passage history,Originating lab,Originating sample ID,Submitting lab,Submitting sample ID,Submitter,Authors,Publication,Submission date,Update date,Representative accession
EPI_ISL_18133416,EPI2712225|A/Blue-winged Teal/South Carolina/USDA-000345-003/2021_HA,A/Blue-winged Teal/South Carolina/USDA-000345-003/2021,12/30/21,North America / United States / South Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.",,8/24/23,,EPI_ISL_18133029
EPI_ISL_19736850,EPI3980399|A/canada goose/Massachusetts/004865-004/2024_HA,A/canada goose/Massachusetts/004865-004/2024,1/16/24,North America / United States / Massachusetts / Falmouth,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,7/8/24,,EPI_ISL_19736850
EPI_ISL_19490415,EPI3605007|HA_A/mallard/New Hampshire/24-002162-001-original/2024(H5N1),A/mallard/New Hampshire/24-002162-001-original/2024,1/17/24,North America / United States / New Hampshire,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002162-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,10/18/24,10/18/24,EPI_ISL_19372817
EPI_ISL_19372803,EPI3528170|HA_A/pheasant/Kansas/24-001752-002-original/2024(H5N1),A/pheasant/Kansas/24-001752-002-original/2024,1/18/24,North America / United States / Kansas / Mitchell County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-001752-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19280426
EPI_ISL_19372802,EPI3528162|HA_A/pheasant/Kansas/24-001752-001-original/2024(H5N1),A/pheasant/Kansas/24-001752-001-original/2024,1/18/24,North America / United States / Kansas / Mitchell County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-001752-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19280426
EPI_ISL_19094639,EPI3261011|A/snow goose/California/004881-004/2024_HA,A/snow goose/California/004881-004/2024,1/18/24,North America / United States / California,Original,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,5/2/24,5/4/24,EPI_ISL_19765907
EPI_ISL_19372801,EPI3528154|HA_A/chicken/South Carolina/24-001707-002-original/2024(H5N1),A/chicken/South Carolina/24-001707-002-original/2024,1/18/24,North America / United States / South Carolina / Orangeburg County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-001707-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19372817
EPI_ISL_19094638,EPI3261003|A/snow goose/California/004881-002/2024_HA,A/snow goose/California/004881-002/2024,1/18/24,North America / United States / California,Original,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,5/2/24,5/4/24,EPI_ISL_19604323
EPI_ISL_19372812,EPI3528242|HA_A/guinea fowl/California/24-003250-002-original/2024(H5N1),A/guinea fowl/California/24-003250-002-original/2024,1/18/24,North America / United States / California / Placer County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003250-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19372812
EPI_ISL_19372811,EPI3528234|HA_A/guinea fowl/California/24-003250-001-original/2024(H5N1),A/guinea fowl/California/24-003250-001-original/2024,1/18/24,North America / United States / California / Placer County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003250-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19372812
EPI_ISL_19134592,EPI3280287|A/redhead duck/North Carolina/W24-83A/2024_HA,A/redhead duck/North Carolina/W24-83A/2024,1/18/24,North America / United States / North Carolina,Original,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,"W24, 83A, 1, PB2, W24, 83A, 2, PB1, PB1, F2, W24, 83A, 3, W24, 83A, 4, W24, 83A, 5, W24, 83A, 6, W24, 83A, 7, 2, 1, W24, 83A, 8,",St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,0,,"Poulson,R., Stallknecht,D., Rubrum,A., Jeevan,T., Walker,D.; Webby,R.",,5/7/24,5/14/24,EPI_ISL_19134592
EPI_ISL_19372804,EPI3528178|HA_A/pheasant/South Dakota/24-002228-001-original/2024(H5N1),A/pheasant/South Dakota/24-002228-001-original/2024,1/22/24,North America / United States / South Dakota / Edmunds County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002228-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19372804
EPI_ISL_19372810,EPI3528226|HA_A/chicken/Florida/24-002738-002-original/2024(H5N1),A/chicken/Florida/24-002738-002-original/2024,1/23/24,North America / United States / Florida / DeSoto County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002738-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19280426
EPI_ISL_19372809,EPI3528218|HA_A/chicken/Florida/24-002738-001-original/2024(H5N1),A/chicken/Florida/24-002738-001-original/2024,1/23/24,North America / United States / Florida / DeSoto County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002738-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19280426
EPI_ISL_19372806,EPI3528194|HA_A/turkey/Indiana/24-002432-002-original/2024(H5N1),A/turkey/Indiana/24-002432-002-original/2024,1/23/24,North America / United States / Indiana / Daviess County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002432-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19054399
EPI_ISL_19372805,EPI3528186|HA_A/turkey/Indiana/24-002432-001-original/2024(H5N1),A/turkey/Indiana/24-002432-001-original/2024,1/23/24,North America / United States / Indiana / Daviess County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002432-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19054399
EPI_ISL_19372808,EPI3528210|HA_A/chicken/Maine/24-002533-002-original/2024(H5N1),A/chicken/Maine/24-002533-002-original/2024,1/23/24,North America / United States / Maine / Kennebec County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002533-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19372808
EPI_ISL_19372807,EPI3528202|HA_A/chicken/Maine/24-002533-001-original/2024(H5N1),A/chicken/Maine/24-002533-001-original/2024,1/23/24,North America / United States / Maine / Kennebec County,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-002533-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/2/24,9/2/24,EPI_ISL_19372808
EPI_ISL_19559125,EPI3656531|HA_A/northern shoveler/Washington/24-003120-032-original/2024(H5N1),A/northern shoveler/Washington/24-003120-032-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-032,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19559121,EPI3656499|HA_A/northern shoveler/Washington/24-003120-029-original/2024(H5N1),A/northern shoveler/Washington/24-003120-029-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-029,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19559119,EPI3656484|HA_A/northern shoveler/Washington/24-003120-021-original/2024(H5N1),A/northern shoveler/Washington/24-003120-021-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-021,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19559117,EPI3656468|HA_A/northern shoveler/Washington/24-003120-014-original/2024(H5N1),A/northern shoveler/Washington/24-003120-014-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-014,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19559116,EPI3656452|HA_A/northern shoveler/Washington/24-003120-012-original/2024(H5N1),A/northern shoveler/Washington/24-003120-012-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-012,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19559113,EPI3656436|HA_A/northern shoveler/Washington/24-003120-011-original/2024(H5N1),A/northern shoveler/Washington/24-003120-011-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-011,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19559110,EPI3656404|HA_A/mallard/North Carolina/24-003120-002-original/2024(H5N1),A/mallard/North Carolina/24-003120-002-original/2024,1/23/24,North America / United States / North Carolina,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19288888
EPI_ISL_19736842,EPI3980335|A/canada goose/Massachusetts/004865-021/2024_HA,A/canada goose/Massachusetts/004865-021/2024,1/23/24,North America / United States / Massachusetts / Wellfleet,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,7/8/24,,EPI_ISL_19736842
EPI_ISL_19134613,EPI3280377|A/American white pelican/North Carolina/W24-84/2024_HA,A/American white pelican/North Carolina/W24-84/2024,1/23/24,North America / United States / North Carolina,Original,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,"W24, 84, 1, PB2, W24, 84, 2, PB1, PB1, F2, W24, 84, 3, W24, 84, 4, W24, 84, 5, W24, 84, 6, W24, 84, 7, 2, 1, W24, 84, 8, 1",St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,0,,"Poulson,R., Stallknecht,D., Rubrum,A., Jeevan,T., Walker,D.; Webby,R.",,5/7/24,5/14/24,EPI_ISL_19134613
EPI_ISL_19559111,EPI3656419|HA_A/mallard/Washington/24-003120-006-original/2024(H5N1),A/mallard/Washington/24-003120-006-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-006,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19559111
EPI_ISL_19559123,EPI3656515|HA_A/northern shoveler/Washington/24-003120-031-original/2024(H5N1),A/northern shoveler/Washington/24-003120-031-original/2024,1/23/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003120-031,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,11/22/24,11/22/24,EPI_ISL_19559123
EPI_ISL_19134611,EPI3280363|A/Canada goose/North Carolina/W24-74B/2024_HA,A/Canada goose/North Carolina/W24-74B/2024,1/24/24,North America / United States / North Carolina,Original,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,"W24, 74B, 4, W24, 74B, 5, W24, 74B, 6, W24, 74B, 7, 2, 1, W24, 74B, 8, 1",St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,0,,"Poulson,R., Stallknecht,D., Rubrum,A., Jeevan,T., Walker,D.; Webby,R.",,5/7/24,5/14/24,EPI_ISL_19372817
EPI_ISL_19014396,EPI3158771|A/Wild-Bird/Wyoming/24-003692-001/2024_HA,A/Wild-Bird/Wyoming/24-003692-001/2024,1/25/24,North America / United States / Wyoming,Original,National Veterinary Services Laboratories - USDA,24-003692-001,National Veterinary Services Laboratories - USDA,24-003692-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,3/27/24,3/27/24,EPI_ISL_19280426
EPI_ISL_19094434,EPI3259668|HA_A/mallard/Colorado/24-003181-003-original/2024(H5N1),A/mallard/Colorado/24-003181-003/2024,1/27/24,North America / United States / Colorado,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003181-003,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron",,5/3/24,5/3/24,EPI_ISL_18914519
EPI_ISL_19168060,EPI3338496|A/red-tailed_hawk/California/24-003714-001/2024_HA,A/red-tailed_hawk/California/24-003714-001/2024,1/27/24,North America / United States / California,Original,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.",,5/21/24,5/28/24,EPI_ISL_19168060
EPI_ISL_19387821,EPI3543702|HA_A/mallard/Washington/24-003952-017-original/2024(H5N1),A/mallard/Washington/24-003952-017-original/2024,1/28/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003952-017,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387821
EPI_ISL_19387829,EPI3543766|HA_A/wood duck/Mississippi/24-004128-011-original/2024(H5N1),A/wood duck/Mississippi/24-004128-011-original/2024,1/29/24,North America / United States / Mississippi,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004128-011,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387831
EPI_ISL_19387828,EPI3543758|HA_A/wood duck/Mississippi/24-004128-008-original/2024(H5N1),A/wood duck/Mississippi/24-004128-008-original/2024,1/29/24,North America / United States / Mississippi,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004128-008,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387831
EPI_ISL_19387827,EPI3543750|HA_A/wood duck/Mississippi/24-004128-007-original/2024(H5N1),A/wood duck/Mississippi/24-004128-007-original/2024,1/29/24,North America / United States / Mississippi,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004128-007,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387831
EPI_ISL_19387826,EPI3543742|HA_A/wood duck/Mississippi/24-004128-004-original/2024(H5N1),A/wood duck/Mississippi/24-004128-004-original/2024,1/29/24,North America / United States / Mississippi,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004128-004,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387831
EPI_ISL_19387825,EPI3543734|HA_A/wood duck/Mississippi/24-004128-003-original/2024(H5N1),A/wood duck/Mississippi/24-004128-003-original/2024,1/29/24,North America / United States / Mississippi,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004128-003,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387831
EPI_ISL_19387824,EPI3543726|HA_A/wood duck/Mississippi/24-004128-001-original/2024(H5N1),A/wood duck/Mississippi/24-004128-001-original/2024,1/29/24,North America / United States / Mississippi,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004128-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387831
EPI_ISL_19387823,EPI3543718|HA_A/mallard/Washington/24-003953-010-original/2024(H5N1),A/mallard/Washington/24-003953-010-original/2024,1/29/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003953-010,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387823
EPI_ISL_19387822,EPI3543710|HA_A/mallard/Washington/24-003953-008-original/2024(H5N1),A/mallard/Washington/24-003953-008-original/2024,1/29/24,North America / United States / Washington,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-003953-008,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387823
EPI_ISL_19094507,EPI3260245|A/mountain lion/Montana/24-005908-001/2024_HA,A/mountain lion/Montana/24_005908-001/2024,1/30/24,North America / United States / Montana,Original,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.","Guangxu Zhang, Yuren Shi, Haoyu Ge, Yuanzhou Wang, Lu Lu, Shibo Jiang, Qian Wang Genomic signatures and host adaptation of H5N1 clade 2.3.4.4b: A call for global surveillance and multi-target antiviral strategies https://doi.org/10.1016/j.crmicr.2025.100377 Current Research in Microbial Sciences, (): , , 2025",5/2/24,5/4/24,EPI_ISL_19280426
EPI_ISL_19094671,EPI3261267|A/western gull/California/004708-001/2024_HA,A/western gull/California/004708-001/2024,1/30/24,North America / United States / California,Original,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,"United States Department of Agriculture, Agricultural Research Service, National Animal Disease Center",,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,5/2/24,5/4/24,EPI_ISL_19430018
EPI_ISL_19736866,EPI3980527|A/american crow/Maine/014127-001/2024_HA,A/american crow/Maine/014127-001/2024,1/30/24,North America / United States / Maine / Kittery,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,7/8/24,,EPI_ISL_19736866
EPI_ISL_19387835,EPI3543814|HA_A/mallard/Maine/24-004329-016-original/2024(H5N1),A/mallard/Maine/24-004329-016-original/2024,1/30/24,North America / United States / Maine,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004329-016,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387835
EPI_ISL_19387834,EPI3543806|HA_A/mallard/Maine/24-004329-015-original/2024(H5N1),A/mallard/Maine/24-004329-015-original/2024,1/30/24,North America / United States / Maine,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,24-004329-015,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven",,9/6/24,9/6/24,EPI_ISL_19387835
